rna_name	rna_id	rna_type	bulgeLabel	bulgeLen	bulgeEnergy	label5p	energy5p	label3p	energy3p
bpRNA_RFAM_38768	97144	miRNA	B1	1	1.7	S5	-7.5	S6	-5.05
bpRNA_RFAM_38768	97144	miRNA	B2	3	3.2	S7	-3.3	S6	-5.05
bpRNA_RFAM_16620	74996	snoRNA	B2	1	1.6	S4	-5.1	S3	-4.45
bpRNA_RFAM_16620	74996	snoRNA	B4	1	0.073	S9	-2.02	S8	-4.55
bpRNA_RFAM_18975	77351	miRNA	B1	1	2.5	S4	-17.45	S3	-6.8
bpRNA_RFAM_7629	66005	miRNA	B1	1	0.273	S5	-12.2	S6	-5.95
bpRNA_RFAM_40963	99339	Bacterial sRNA	B1	1	1.4	S7	-5.8	S6	-6.7
bpRNA_RFAM_8026	66402	Riboswitch	B1	1	1.7	S4	-5.05	S5	-5.5
bpRNA_RFAM_8026	66402	Riboswitch	B2	2	2.8	S6	-2.55	S5	-5.5
bpRNA_RFAM_39322	97698	IMES-2 RNA motif	B1	1	0.4	S2	-4.2	S3	-3.3
bpRNA_RFAM_42116	100492	Bacterial sRNA	B2	1	1.4	S6	-2.2	S7	-10.4
bpRNA_RFAM_14278	72654	Hairy RNA localisation element (HLE)	B1	2	2.8	S3	-5.8	S2	-3.65
bpRNA_RFAM_2801	61177	RNA Fragment	B1	1	0.4	S2	-2.55	S3	-12.3
bpRNA_RFAM_2801	61177	RNA Fragment	B2	9	4.8	S4	-7.8	S5	-10.0
bpRNA_RFAM_2801	61177	RNA Fragment	B4	3	3.2	S9	-3.3	S10	-1.75
bpRNA_RFAM_2801	61177	RNA Fragment	B5	2	2.8	S13	-9.4	S12	-3.3
bpRNA_RFAM_2801	61177	RNA Fragment	B7	2	2.8	S11	-5.35	S10	-1.75
bpRNA_RFAM_31089	89465	Riboswitch	B2	1	1.7	S6	-6.6	S5	-5.4
bpRNA_RFAM_9551	67927	Ribosomal RNA	B1	1	1.7	S2	-7.9	S3	-10.55
bpRNA_RFAM_9551	67927	Ribosomal RNA	B2	1	1.7	S7	-4.0	S8	-5.5
bpRNA_RFAM_9551	67927	Ribosomal RNA	B6	2	2.8	S14	-15.1	S15	-1.95
bpRNA_RFAM_9551	67927	Ribosomal RNA	B8	2	2.8	S23	-2.55	S24	-12.45
bpRNA_RFAM_9551	67927	Ribosomal RNA	B9	3	3.2	S26	-7.0	S25	-9.1
bpRNA_RFAM_9551	67927	Ribosomal RNA	B11	1	1.3	S5	-1.4	S4	-14.9
bpRNA_RFAM_9551	67927	Ribosomal RNA	B13	6	4.4	S38	-8.6	S39	-9.3
bpRNA_RFAM_9551	67927	Ribosomal RNA	B16	1	2.8	S46	-8.1	S47	-2.1
bpRNA_RFAM_9551	67927	Ribosomal RNA	B21	1	3.3	S67	-3.6	S68	-17.8
bpRNA_RFAM_9551	67927	Ribosomal RNA	B23	1	2.3	S79	-3.3	S80	-3.85
bpRNA_RFAM_9551	67927	Ribosomal RNA	B24	2	2.8	S80	-3.85	S81	-1.65
bpRNA_RFAM_9551	67927	Ribosomal RNA	B29	3	3.2	S82	-4.15	S81	-1.65
bpRNA_RFAM_9551	67927	Ribosomal RNA	B31	1	1.4	S67	-3.6	S66	-1.65
bpRNA_RFAM_28286	86662	C4 antisense RNA	B1	3	3.2	S2	-19.0	S1	-25.0
bpRNA_RFAM_27770	86146	AdoCbl variant RNA	B1	6	4.4	S1	-7.25	S2	-8.5
bpRNA_RFAM_17357	75733	snoRNA	B1	1	1.6	S8	-4.5	S9	-0.85
bpRNA_RFAM_10927	69303	miRNA	B1	2	2.8	S2	-7.6	S3	-4.2
bpRNA_RFAM_12152	70528	snoRNA	B1	1	2.9	S4	-10.0	S5	-6.4
bpRNA_RFAM_12152	70528	snoRNA	B2	5	4.0	S3	-14.15	S2	-13.05
bpRNA_RFAM_22575	80951	HBV RNA encapsidation signal epsilon	B1	6	4.4	S1	-19.3	S2	-9.25
bpRNA_RFAM_22575	80951	HBV RNA encapsidation signal epsilon	B3	1	1.7	S3	-9.9	S2	-9.25
bpRNA_RFAM_21538	79914	miRNA	B1	2	2.8	S3	-3.6	S2	-6.85
bpRNA_RFAM_38737	97113	miRNA	B3	3	3.2	S3	-8.35	S4	-5.25
bpRNA_RFAM_38737	97113	miRNA	B4	1	0.5	S9	-2.97	S8	-1.65
bpRNA_RFAM_31212	89588	Riboswitch	B2	1	1.7	S6	-6.7	S5	-5.4
bpRNA_RFAM_2963	61339	snoRNA	B3	1	1.073	S11	-8.6	S10	-7.45
bpRNA_RFAM_2963	61339	snoRNA	B4	1	1.4	S13	-13.05	S12	-0.45
bpRNA_RFAM_148	58524	5S	B2	2	2.8	S7	-1.95	S6	-5.95
bpRNA_RFAM_29947	88323	Flavo-1 RNA	B1	1	2.9	S7	-1.35	S6	-3.0
bpRNA_RFAM_13547	71923	snoRNA	B1	1	2.3	S5	-7.95	S4	-2.6
bpRNA_RFAM_21915	80291	miRNA	B1	1	2.4	S4	-11.2	S5	-11.2
bpRNA_RFAM_79	58455	5S	B1	2	2.8	S6	-1.95	S5	-7.65
bpRNA_RFAM_29693	88069	Downstream peptide RNA	B1	1	0.4	S3	-3.3	S2	-11.5
bpRNA_RFAM_42074	100450	Bacterial sRNA	B2	1	2.9	S14	-4.05	S15	-2.2
bpRNA_RFAM_42074	100450	Bacterial sRNA	B3	3	3.2	S16	-2.55	S17	-21.7
bpRNA_RFAM_10468	68844	internal ribosome entry site RNA	B1	6	4.4	S3	-2.05	S4	-7.7
bpRNA_RFAM_10468	68844	internal ribosome entry site RNA	B2	1	1.3	S12	-12.4	S11	-6.7
bpRNA_RFAM_15594	73970	Riboswitch	B2	1	1.4	S4	-1.95	S3	-5.35
bpRNA_RFAM_8144	66520	Riboswitch	B1	1	1.7	S4	-5.05	S5	-5.5
bpRNA_RFAM_8144	66520	Riboswitch	B2	1	1.7	S6	-3.5	S5	-5.5
bpRNA_RFAM_10791	69167	miRNA	B1	1	2.9	S4	-5.4	S5	-4.5
bpRNA_RFAM_20223	78599	miRNA	B2	1	2.5	S6	-3.0	S5	-5.5
bpRNA_RFAM_8328	66704	Riboswitch	B1	1	1.7	S4	-6.7	S5	-5.5
bpRNA_RFAM_8328	66704	Riboswitch	B2	2	2.8	S6	-6.6	S5	-5.5
bpRNA_RFAM_27853	86229	AdoCbl variant RNA	B1	8	4.7	S1	-6.55	S2	-10.9
bpRNA_RFAM_15401	73777	Spliceosomal RNA	B6	2	2.8	S2	-3.6	S1	-1.3
bpRNA_RFAM_25026	83402	snoRNA	B6	2	2.8	S13	-5.05	S12	-12.15
bpRNA_RFAM_25026	83402	snoRNA	B7	1	2.3	S14	-13.4	S15	-4.95
bpRNA_RFAM_29706	88082	Downstream peptide RNA	B1	1	0.4	S3	-3.3	S2	-9.45
bpRNA_RFAM_7527	65903	snoRNA	B1	1	1.7	S3	-7.15	S4	-2.97
bpRNA_RFAM_2722	61098	RNA Fragment	B1	1	0.4	S4	-2.55	S5	-12.3
bpRNA_RFAM_2722	61098	RNA Fragment	B2	8	4.7	S6	-5.4	S7	-6.45
bpRNA_RFAM_2722	61098	RNA Fragment	B4	3	3.2	S11	-3.3	S12	-1.75
bpRNA_RFAM_2722	61098	RNA Fragment	B7	2	2.8	S13	-3.7	S12	-1.75
bpRNA_RFAM_2722	61098	RNA Fragment	B8	3	3.2	S20	-10.85	S21	-8.15
bpRNA_RFAM_40640	99016	MtlS RNA	B1	1	2.8	S4	-1.45	S5	-0.95
bpRNA_RFAM_324	58700	5S	B1	2	2.8	S6	-1.95	S5	-6.15
bpRNA_RFAM_27787	86163	AdoCbl variant RNA	B1	8	4.7	S1	-7.05	S2	-10.9
bpRNA_RFAM_3255	61631	Spliceosomal RNA	B1	1	1.7	S2	-7.65	S3	-6.7
bpRNA_RFAM_30924	89300	Riboswitch	B2	1	1.7	S6	-5.25	S5	-5.4
bpRNA_RFAM_17059	75435	Ribosomal RNA	B1	1	0.5	S1	-5.8	S2	-2.1
bpRNA_RFAM_17059	75435	Ribosomal RNA	B2	7	4.6	S4	-7.15	S5	-7.3
bpRNA_RFAM_17059	75435	Ribosomal RNA	B3	1	1.7	S4	-7.15	S3	-4.1
bpRNA_RFAM_17059	75435	Ribosomal RNA	B4	1	2.9	S3	-4.1	S2	-2.1
bpRNA_RFAM_22582	80958	HBV RNA encapsidation signal epsilon	B1	6	4.4	S1	-19.3	S2	-9.25
bpRNA_RFAM_22582	80958	HBV RNA encapsidation signal epsilon	B3	1	1.7	S3	-9.9	S2	-9.25
bpRNA_RFAM_21754	80130	miRNA	B1	1	1.7	S1	-3.5	S2	-4.3
bpRNA_RFAM_21754	80130	miRNA	B2	2	2.8	S3	-4.0	S4	-10.3
bpRNA_RFAM_5286	63662	miRNA	B1	2	2.8	S2	-16.85	S3	-1.5
bpRNA_RFAM_5286	63662	miRNA	B2	1	1.6	S2	-16.85	S1	-13.05
bpRNA_RFAM_24551	82927	snoRNA	B1	1	0.5	S6	-3.15	S7	-17.75
bpRNA_RFAM_30846	89222	Pseudomon-Rho RNA	B1	1	0.4	S2	-6.4	S3	-11.5
bpRNA_RFAM_3337	61713	Spliceosomal RNA	B1	1	1.4	S2	-10.4	S3	-5.05
bpRNA_RFAM_246	58622	5S	B1	2	2.8	S6	-1.95	S5	-7.65
bpRNA_RFAM_22719	81095	Riboswitch	B2	2	2.8	S5	-4.6	S4	-4.2
bpRNA_RFAM_4947	63323	Viral RNA	B1	1	0.4	S14	-11.75	S13	-1.97
bpRNA_RFAM_4947	63323	Viral RNA	B2	1	2.9	S9	-4.95	S8	-8.6
bpRNA_RFAM_4947	63323	Viral RNA	B3	1	3.2	S8	-8.6	S7	-7.35
bpRNA_RFAM_4947	63323	Viral RNA	B4	1	1.7	S4	-4.5	S3	-4.05
bpRNA_RFAM_33969	92345	psaA RNA	B3	2	2.8	S2	-16.05	S1	-5.35
bpRNA_RFAM_14014	72390	snoRNA	B1	1	0.5	S4	-7.5	S5	-1.75
bpRNA_RFAM_14014	72390	snoRNA	B3	1	1.4	S4	-7.5	S3	-8.8
bpRNA_RFAM_21636	80012	miRNA	B1	1	0.5	S5	-7.6	S4	-5.05
bpRNA_RFAM_21636	80012	miRNA	B2	1	0.5	S2	-4.3	S1	-5.7
bpRNA_RFAM_2994	61370	snoRNA	B5	1	2.4	S13	-8.6	S12	-7.45
bpRNA_RFAM_2994	61370	snoRNA	B6	1	2.3	S15	-11.05	S14	-0.85
bpRNA_RFAM_11211	69587	Viral RNA	B1	8	4.7	S2	-10.75	S1	-19.9
bpRNA_RFAM_15563	73939	Riboswitch	B1	2	2.8	S4	-1.95	S5	-5.8
bpRNA_RFAM_15563	73939	Riboswitch	B2	1	1.4	S4	-1.95	S3	-6.7
bpRNA_RFAM_2640	61016	RNA Fragment	B1	1	0.4	S4	-2.55	S5	-10.95
bpRNA_RFAM_2640	61016	RNA Fragment	B2	8	4.7	S6	-5.4	S7	-10.9
bpRNA_RFAM_2640	61016	RNA Fragment	B4	3	3.2	S11	-3.3	S12	-1.75
bpRNA_RFAM_2640	61016	RNA Fragment	B5	2	2.8	S15	-7.0	S14	-3.3
bpRNA_RFAM_2640	61016	RNA Fragment	B7	2	2.8	S13	-6.7	S12	-1.75
bpRNA_RFAM_38814	97190	miRNA	B1	1	0.5	S2	-4.6	S3	-5.7
bpRNA_RFAM_31021	89397	Riboswitch	B2	1	1.7	S6	-5.25	S5	-5.4
bpRNA_RFAM_5120	63496	Viral RNA	B1	1	2.9	S3	-4.1	S4	-3.25
bpRNA_RFAM_7955	66331	Riboswitch	B1	1	1.7	S4	-6.7	S5	-5.5
bpRNA_RFAM_7955	66331	Riboswitch	B2	1	1.7	S6	-5.5	S5	-5.5
bpRNA_RFAM_22624	81000	Riboswitch	B1	1	2.8	S3	-4.75	S4	-4.05
bpRNA_RFAM_22624	81000	Riboswitch	B2	2	2.8	S5	-3.35	S4	-4.05
bpRNA_RFAM_16571	74947	snoRNA	B1	1	1.3	S5	-2.55	S6	-5.6
bpRNA_RFAM_2484	60860	RNA Fragment	B1	1	0.4	S3	-2.55	S4	-12.3
bpRNA_RFAM_2484	60860	RNA Fragment	B2	8	4.7	S5	-5.6	S6	-2.9
bpRNA_RFAM_2484	60860	RNA Fragment	B4	3	3.2	S10	-3.3	S11	-1.75
bpRNA_RFAM_2484	60860	RNA Fragment	B5	2	2.8	S14	-7.9	S13	-3.3
bpRNA_RFAM_2484	60860	RNA Fragment	B7	2	2.8	S12	-6.7	S11	-1.75
bpRNA_RFAM_16688	75064	Spliceosomal RNA	B1	3	3.2	S3	-6.55	S4	-11.6
bpRNA_RFAM_13774	72150	snoRNA	B1	1	0.373	S1	-6.6	S2	-1.35
bpRNA_RFAM_41368	99744	Bacterial sRNA	B1	1	0.5	S5	-1.97	S6	-7.9
bpRNA_RFAM_41368	99744	Bacterial sRNA	B3	1	1.7	S10	-5.8	S9	-1.15
bpRNA_RFAM_41368	99744	Bacterial sRNA	B4	4	3.6	S5	-1.97	S4	-7.6
bpRNA_RFAM_41368	99744	Bacterial sRNA	B5	1	1.7	S4	-7.6	S3	-1.95
bpRNA_RFAM_29759	88135	Downstream peptide RNA	B1	1	0.4	S3	-3.3	S2	-6.87
bpRNA_RFAM_25079	83455	snoRNA	B1	1	1.6	S3	-6.75	S4	-2.1
bpRNA_RFAM_25079	83455	snoRNA	B2	1	1.7	S11	-2.55	S12	-0.95
bpRNA_RFAM_25079	83455	snoRNA	B3	26	5.9	S14	-2.05	S15	-5.25
bpRNA_RFAM_8377	66753	Riboswitch	B1	1	1.7	S4	-5.05	S5	-5.5
bpRNA_RFAM_8377	66753	Riboswitch	B2	2	2.8	S6	-5.05	S5	-5.5
bpRNA_RFAM_19087	77463	miRNA	B1	2	2.8	S3	-9.85	S4	-6.45
bpRNA_RFAM_24841	83217	snoRNA	B3	1	2.9	S7	-2.1	S8	-4.6
bpRNA_RFAM_24841	83217	snoRNA	B4	3	3.2	S14	-18.25	S15	-14.4
bpRNA_RFAM_24841	83217	snoRNA	B5	1	0.4	S18	-3.3	S19	-10.05
bpRNA_RFAM_24841	83217	snoRNA	B6	1	3.2	S20	-0.95	S21	-12.55
bpRNA_RFAM_24841	83217	snoRNA	B7	4	3.6	S26	-19.3	S25	-4.5
bpRNA_RFAM_24841	83217	snoRNA	B8	5	4.0	S24	-8.5	S23	-5.55
bpRNA_RFAM_24841	83217	snoRNA	B9	10	4.9	S20	-0.95	S19	-10.05
bpRNA_RFAM_24795	83171	snoRNA	B2	2	2.8	S3	-5.85	S4	-11.8
bpRNA_RFAM_24795	83171	snoRNA	B3	11	5.0	S5	-7.35	S4	-11.8
bpRNA_RFAM_24795	83171	snoRNA	B5	1	1.7	S14	-3.3	S15	-5.4
bpRNA_RFAM_24795	83171	snoRNA	B6	2	2.8	S20	-8.57	S19	-14.15
bpRNA_RFAM_24795	83171	snoRNA	B7	1	1.4	S17	-1.65	S16	-8.45
bpRNA_RFAM_21669	80045	miRNA	B1	1	2.9	S4	-10.65	S5	-4.8
bpRNA_RFAM_21669	80045	miRNA	B2	1	2.4	S5	-4.8	S6	-4.05
bpRNA_RFAM_38466	96842	Group II intron	B1	3	3.2	S6	-1.75	S5	-4.8
bpRNA_RFAM_38466	96842	Group II intron	B2	1	2.5	S5	-4.8	S4	-4.0
bpRNA_RFAM_38466	96842	Group II intron	B3	15	5.4	S9	-14.35	S10	-9.55
bpRNA_RFAM_31143	89519	Riboswitch	B2	1	1.7	S6	-6.7	S5	-5.4
bpRNA_RFAM_12361	70737	Pospiviroid RY motif stem loop	B1	1	0.5	S2	-4.35	S1	-2.97
bpRNA_RFAM_4918	63294	Viral RNA	B1	1	0.4	S14	-11.75	S13	-1.97
bpRNA_RFAM_4918	63294	Viral RNA	B2	1	2.9	S9	-4.95	S8	-8.6
bpRNA_RFAM_4918	63294	Viral RNA	B3	1	2.9	S8	-8.6	S7	-7.35
bpRNA_RFAM_4918	63294	Viral RNA	B4	1	1.7	S4	-4.5	S3	-1.45
bpRNA_RFAM_22746	81122	Riboswitch	B2	2	2.8	S5	-3.35	S4	-5.7
bpRNA_RFAM_30819	89195	Pseudomon-1 RNA	B1	1	1.4	S3	-15.6	S4	-7.6
bpRNA_RFAM_30819	89195	Pseudomon-1 RNA	B2	1	0.4	S3	-15.6	S2	-2.55
bpRNA_RFAM_12098	70474	snoRNA	B1	1	0.4	S3	-1.65	S4	-9.3
bpRNA_RFAM_35064	93440	sok antitoxin	B1	1	0.5	S1	-3.3	S2	-5.05
bpRNA_RFAM_4360	62736	Telomerase RNA	B5	1	2.9	S9	-3.2	S10	-6.45
bpRNA_RFAM_861	59237	Spliceosomal RNA	B1	1	1.3	S2	-10.35	S3	-10.3
bpRNA_RFAM_3910	62286	tmRNA	B3	1	1.7	S12	-0.9	S13	-3.75
bpRNA_RFAM_30261	88637	Methylobacterium-1 RNA	B1	1	2.5	S4	-14.8	S5	-2.55
bpRNA_RFAM_26598	84974	ncRNA	B2	3	3.2	S11	-7.15	S12	-7.65
bpRNA_RFAM_26598	84974	ncRNA	B3	3	3.2	S26	-13.6	S27	-8.35
bpRNA_RFAM_26598	84974	ncRNA	B4	1	2.5	S28	-5.5	S29	-6.2
bpRNA_RFAM_26598	84974	ncRNA	B6	1	1.6	S4	-2.1	S3	-5.55
bpRNA_RFAM_28934	87310	Cyano-1 RNA	B1	1	1.7	S4	-4.3	S3	-4.05
bpRNA_RFAM_6738	65114	VA RNA	B1	1	0.073	S5	-3.3	S6	-5.8
bpRNA_RFAM_43007	101383	Ribosomal RNA	B2	1	2.5	S7	-2.1	S6	-9.7
bpRNA_RFAM_43007	101383	Ribosomal RNA	B3	1	0.4	S6	-9.7	S5	-3.3
bpRNA_RFAM_43007	101383	Ribosomal RNA	B6	1	0.4	S51	-5.7	S52	-7.25
bpRNA_RFAM_43007	101383	Ribosomal RNA	B9	1	2.3	S65	-7.2	S64	-3.3
bpRNA_RFAM_43007	101383	Ribosomal RNA	B13	1	0.373	S69	-9.1	S70	-5.5
bpRNA_RFAM_43007	101383	Ribosomal RNA	B14	6	4.4	S71	-5.05	S72	-11.25
bpRNA_RFAM_43007	101383	Ribosomal RNA	B19	4	3.6	S103	-2.97	S102	-11.95
bpRNA_RFAM_43007	101383	Ribosomal RNA	B22	2	2.8	S132	-6.7	S133	-1.75
bpRNA_RFAM_43007	101383	Ribosomal RNA	B23	2	2.8	S134	-9.55	S135	-3.35
bpRNA_RFAM_43007	101383	Ribosomal RNA	B24	2	2.8	S134	-9.55	S133	-1.75
bpRNA_RFAM_43007	101383	Ribosomal RNA	B26	1	1.3	S126	-1.97	S125	-12.8
bpRNA_RFAM_43007	101383	Ribosomal RNA	B27	1	2.9	S143	-18.6	S144	-4.05
bpRNA_RFAM_43007	101383	Ribosomal RNA	B28	1	1.7	S146	-8.7	S147	-1.95
bpRNA_RFAM_43007	101383	Ribosomal RNA	B30	1	4.1	S155	-5.4	S156	-11.65
bpRNA_RFAM_43007	101383	Ribosomal RNA	B31	1	2.3	S167	-13.2	S168	-1.65
bpRNA_RFAM_43007	101383	Ribosomal RNA	B32	2	2.8	S148	-7.6	S147	-1.95
bpRNA_RFAM_43007	101383	Ribosomal RNA	B38	1	1.4	S181	-4.6	S180	-3.55
bpRNA_RFAM_43007	101383	Ribosomal RNA	B39	2	2.8	S188	-9.95	S187	-9.7
bpRNA_RFAM_43007	101383	Ribosomal RNA	B42	1	2.3	S195	-9.5	S194	-2.95
bpRNA_RFAM_12456	70832	RNA Fragment	B1	1	0.4	S1	-2.55	S2	-12.4
bpRNA_RFAM_31674	90050	TwoAYGGAY RNA	B2	1	2.4	S3	-12.65	S2	-0.6
bpRNA_RFAM_43165	101541	Ribosomal RNA	B11	1	1.4	S30	-7.9	S29	-4.3
bpRNA_RFAM_43165	101541	Ribosomal RNA	B13	1	0.5	S40	-10.1	S39	-2.97
bpRNA_RFAM_43165	101541	Ribosomal RNA	B14	1	2.7	S49	-6.85	S50	-2.4
bpRNA_RFAM_43165	101541	Ribosomal RNA	B15	1	1.4	S50	-2.4	S51	-1.95
bpRNA_RFAM_43165	101541	Ribosomal RNA	B22	1	0.5	S71	-4.95	S72	-16.75
bpRNA_RFAM_43165	101541	Ribosomal RNA	B33	2	2.8	S131	-6.7	S132	-1.75
bpRNA_RFAM_43165	101541	Ribosomal RNA	B36	2	2.8	S133	-5.65	S132	-1.75
bpRNA_RFAM_43165	101541	Ribosomal RNA	B37	1	0.5	S125	-1.97	S124	-13.4
