rna_name	rna_id	rna_type	InternalLoopLabel	loopEnergy	label5p	energy5p	label3p	energy3p
bpRNA_RNP_39	57949	RPRNA	I5	0.9	S15	-9.57	S16	-13.3
bpRNA_RNP_241	58151	RPRNA	I1	2.3	S15	-5.35	S16	-8.77
bpRNA_RNP_14	57924	RPRNA	I1	3.7	S7	-1.95	S8	-8.35
bpRNA_RNP_14	57924	RPRNA	I2	3.7	S8	-8.35	S9	-1.97
bpRNA_RNP_110	58020	RPRNA	I1	5.8	S15	-1.95	S16	-3.6
bpRNA_RNP_93	58003	RPRNA	I1	2.3	S12	-5.35	S13	-8.2
bpRNA_RNP_128	58038	RPRNA	I1	5.8	S20	-1.95	S21	-7.3
bpRNA_RNP_84	57994	RPRNA	I1	5.8	S21	-1.95	S22	-7.0
bpRNA_RNP_279	58189	RPRNA	I1	1.0	S24	-5.95	S25	-17.0
bpRNA_RNP_403	58313	RPRNA	I1	2.3	S12	-5.35	S13	-8.77
bpRNA_RNP_402	58312	RPRNA	I1	2.3	S12	-5.35	S13	-8.77
bpRNA_RNP_129	58039	RPRNA	I1	2.3	S15	-5.35	S16	-13.6
bpRNA_RNP_54	57964	RPRNA	I1	0.8	S20	-6.35	S21	-13.5
bpRNA_RNP_150	58060	RPRNA	I1	0.7	S16	-7.9	S17	-14.5
bpRNA_RNP_188	58098	RPRNA	I2	3.8	S17	-19.9	S18	-14.2
bpRNA_RNP_120	58030	RPRNA	I1	5.8	S20	-1.95	S21	-7.0
bpRNA_RNP_33	57943	RPRNA	I1	2.3	S7	-3.3	S8	-5.6
bpRNA_RNP_239	58149	RPRNA	I1	1.4	S16	-4.6	S17	-4.75
bpRNA_RNP_443	58353	RPRNA	I1	2.1	S2	-9.25	S3	-3.5
bpRNA_RNP_147	58057	RPRNA	I1	2.3	S12	-5.35	S13	-7.7
bpRNA_RNP_118	58028	RPRNA	I1	5.8	S16	-1.95	S17	-7.0
bpRNA_RNP_375	58285	RPRNA	I4	3.8	S19	-10.97	S20	-7.75
bpRNA_RNP_121	58031	RPRNA	I1	0.2	S10	-13.6	S11	-5.5
bpRNA_RNP_25	57935	RPRNA	I3	5.1	S14	-7.45	S15	-2.05
bpRNA_RNP_25	57935	RPRNA	I4	0.2	S15	-2.05	S16	-6.6
bpRNA_RNP_25	57935	RPRNA	I5	-0.2	S16	-6.6	S17	-3.3
bpRNA_RNP_151	58061	RPRNA	I1	2.3	S12	-5.35	S13	-7.85
bpRNA_RNP_55	57965	RPRNA	I1	2.3	S12	-5.35	S13	-8.77
bpRNA_RNP_78	57988	RPRNA	I1	5.8	S19	-1.95	S20	-7.0
bpRNA_RNP_27	57937	RPRNA	I1	2.3	S9	-3.3	S10	-9.1
bpRNA_RNP_27	57937	RPRNA	I2	4.1	S10	-9.1	S11	-1.97
bpRNA_RNP_27	57937	RPRNA	I5	0.9	S15	-9.57	S16	-13.3
bpRNA_RNP_310	58220	RPRNA	I1	1.0	S16	-6.35	S17	-12.2
bpRNA_RNP_272	58182	RPRNA	I2	1.8	S24	-20.7	S25	-7.55
bpRNA_RNP_57	57967	RPRNA	I2	3.0	S15	-6.7	S16	-1.95
bpRNA_RNP_153	58063	RPRNA	I1	1.0	S16	-5.95	S17	-14.8
bpRNA_RNP_40	57950	RPRNA	I1	3.0	S10	-3.3	S11	-8.35
bpRNA_RNP_440	58350	RPRNA	I1	3.6	S3	-9.25	S4	-7.05
bpRNA_RNP_134	58044	RPRNA	I1	2.3	S12	-5.35	S13	-6.45
bpRNA_RNP_41	57951	RPRNA	I1	2.3	S12	-5.35	S13	-7.3
bpRNA_RNP_441	58351	RPRNA	I1	2.2	S2	-9.25	S3	-14.2
bpRNA_RNP_456	58366	RPRNA	I1	3.6	S3	-9.25	S4	-7.05
bpRNA_RNP_426	58336	RPRNA	I2	2.4	S23	-3.4	S24	-6.45
bpRNA_RNP_426	58336	RPRNA	I3	-0.2	S25	-4.95	S26	-7.75
bpRNA_RNP_122	58032	RPRNA	I1	0.2	S10	-13.6	S11	-5.5
bpRNA_RNP_26	57936	RPRNA	I1	2.3	S9	-3.3	S10	-9.1
bpRNA_RNP_26	57936	RPRNA	I2	4.1	S10	-9.1	S11	-1.97
bpRNA_RNP_26	57936	RPRNA	I5	0.9	S15	-9.57	S16	-13.3
bpRNA_RNP_311	58221	RPRNA	I1	2.3	S12	-5.35	S13	-12.5
bpRNA_RNP_445	58355	RPRNA	I1	3.6	S3	-9.25	S4	-7.05
bpRNA_RNP_141	58051	RPRNA	I1	2.3	S12	-5.35	S13	-7.7
bpRNA_RNP_372	58282	RPRNA	I3	2.3	S19	-11.2	S20	-5.05
bpRNA_RNP_35	57945	RPRNA	I1	2.3	S9	-3.3	S10	-5.6
bpRNA_RNP_126	58036	RPRNA	I1	5.8	S20	-1.95	S21	-7.3
bpRNA_RNP_8	57918	RPRNA	I3	5.1	S14	-9.1	S15	-2.05
bpRNA_RNP_8	57918	RPRNA	I5	0.5	S16	-3.3	S17	-6.6
bpRNA_RNP_452	58362	RPRNA	I1	2.2	S2	-9.25	S3	-14.2
bpRNA_RNP_52	57962	RPRNA	I1	2.3	S12	-5.35	S13	-8.77
bpRNA_RNP_392	58302	RPRNA	I1	2.3	S12	-5.35	S13	-8.77
bpRNA_RNP_393	58303	RPRNA	I1	2.3	S12	-5.35	S13	-6.45
bpRNA_RNP_108	58018	RPRNA	I1	5.8	S19	-1.95	S20	-3.6
bpRNA_RNP_53	57963	RPRNA	I1	2.3	S12	-5.35	S13	-8.77
bpRNA_RNP_127	58037	RPRNA	I1	5.8	S20	-1.95	S21	-7.3
bpRNA_RNP_23	57933	RPRNA	I1	4.1	S8	-19.8	S9	-3.45
bpRNA_RNP_9	57919	RPRNA	I3	5.1	S14	-9.1	S15	-2.05
bpRNA_RNP_9	57919	RPRNA	I5	0.5	S16	-3.3	S17	-6.6
bpRNA_RNP_34	57944	RPRNA	I1	2.3	S7	-3.3	S8	-5.6
bpRNA_RNP_44	57954	RPRNA	I1	2.3	S18	-6.7	S19	-5.8
bpRNA_RNP_36	57946	RPRNA	I1	3.0	S10	-3.3	S11	-8.35
bpRNA_RNP_36	57946	RPRNA	I3	3.0	S13	-14.55	S14	-6.75
bpRNA_RNP_386	58296	RPRNA	I1	2.3	S12	-5.35	S13	-5.7
bpRNA_RNP_125	58035	RPRNA	I1	5.8	S20	-1.95	S21	-7.3
bpRNA_RNP_124	58034	RPRNA	I1	5.8	S20	-1.95	S21	-7.3
bpRNA_RNP_282	58192	RPRNA	I1	3.0	S7	-9.1	S8	-4.35
bpRNA_RNP_282	58192	RPRNA	I4	2.4	S21	-10.85	S22	-8.8
bpRNA_RNP_275	58185	RPRNA	I1	2.3	S12	-5.35	S13	-8.77
bpRNA_RNP_154	58064	RPRNA	I1	2.3	S12	-5.35	S13	-7.7
bpRNA_RNP_18	57928	RPRNA	I2	3.0	S10	-1.95	S11	-7.6
bpRNA_RNP_18	57928	RPRNA	I6	4.5	S15	-1.75	S16	-14.4
bpRNA_RNP_143	58053	RPRNA	I1	0.1	S5	-11.65	S6	-8.35
bpRNA_RNP_143	58053	RPRNA	I2	0.9	S14	-19.05	S15	-5.35
bpRNA_RNP_37	57947	RPRNA	I1	2.3	S9	-3.3	S10	-9.1
bpRNA_RNP_37	57947	RPRNA	I2	4.1	S10	-9.1	S11	-1.97
bpRNA_RNP_37	57947	RPRNA	I5	0.9	S15	-9.57	S16	-13.3
